Glycine max, 100787902, GMPAL1.3; phenylalanine ammonia-lyase 1  [EC], ['EC:4.3.1.24'], KO:K10775
Glycine max, 100783807, peroxidase 5-like precursor  [EC], ['EC:1.11.1.7'], KO:K00430
Glycine max, 100802856, peroxidase 28  [EC], ['EC:1.11.1.7'], KO:K00430
Glycine max, 100781979, UDP-glycosyltransferase 72E1  [EC], ['EC:2.4.1.111'], KO:K12356
Glycine max, 100783673, UDP-glycosyltransferase 72E1  [EC], ['EC:2.4.1.111'], KO:K12356
Glycine max, 100792386, anthocyanidin 3-O-glucosyltransferase 5  [EC], ['EC:2.4.1.111'], KO:K12356
Glycine max, 100807691, UDP-glycosyltransferase 72D1  [EC], ['EC:2.4.1.111'], KO:K12356
Glycine max, 100813780, UDP-glycosyltransferase 72D1  [EC], ['EC:2.4.1.111'], KO:K12356
Glycine max, 100810776, anthocyanidin 3-O-glucosyltransferase 5  [EC], ['EC:2.4.1.111'], KO:K12356
Glycine max, 100810554, glycosyltransferase superfamily protein  [EC], ['EC:2.4.1.111'], KO:K12356
Glycine max, 100799731, cyanogenic beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100802780, cyanogenic beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100809238, beta-glucosidase 40  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100801874, cyanogenic beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100800603, beta-glucosidase 42  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100783543, beta-glucosidase 25 isoform X1  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100789360, beta-glucosidase 40  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100784723, cyanogenic beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100812431, beta-glucosidase 12  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100807128, beta-glucosidase 24  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100791121, beta-glucosidase 13 isoform X1  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100802250, cyanogenic beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100792870, cyanogenic beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100803190, beta-glucosidase 11  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100781958, beta-glucosidase 11  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 778162, ICHG; isoflavone conjugate-specific beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100820528, beta-glucosidase 13  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100776708, cyanogenic beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100777247, cyanogenic beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100813623, cyanogenic beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100776174, cyanogenic beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100777773, cyanogenic beta-glucosidase  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100806123, cyanogenic beta-glucosidase isoform X1  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100811884, LOW QUALITY PROTEIN: beta-glucosidase 13  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100811561, beta-glucosidase 12-like  [EC], ['EC:3.2.1.21'], KO:K01188
Glycine max, 100780572, uncharacterized protein LOC100780572 isoform X2  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100775219, uncharacterized protein LOC100775219  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100819414, uncharacterized protein LOC100819414  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100819117, uncharacterized protein LOC100819117 isoform X1  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 547729, beta-glucosidase BoGH3B precursor  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100779642, uncharacterized protein LOC100779642  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100816705, uncharacterized protein LOC100816705 isoform X2  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100815268, uncharacterized protein LOC100815268  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100799660, uncharacterized protein LOC100799660 isoform X1  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100797197, uncharacterized protein LOC100797197  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100806362, lysosomal beta glucosidase  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100800077, uncharacterized protein LOC100800077  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100777415, uncharacterized protein LOC100777415  [EC], ['EC:3.2.1.21'], KO:K05349
Glycine max, 100790658, beta-glucosidase 46  [EC], ['EC:3.2.1.21'], KO:K05350
Glycine max, 100811526, beta-glucosidase 46 isoform X1  [EC], ['EC:3.2.1.21'], KO:K05350
Glycine max, 100814740, beta-glucosidase 44  [EC], ['EC:3.2.1.21'], KO:K05350
Glycine max, 100810985, beta-glucosidase 46  [EC], ['EC:3.2.1.21'], KO:K05350
Glycine max, 100814004, beta-glucosidase 18 isoform X3  [EC], ['EC:3.2.1.21'], KO:K05350
Glycine max, 100813194, beta-glucosidase 44  [EC], ['EC:3.2.1.21'], KO:K05350
Glycine max, 100812929, beta-glucosidase 18 isoform X2  [EC], ['EC:3.2.1.21'], KO:K05350
Glycine max, 100807715, beta-glucosidase 18  [EC], ['EC:3.2.1.21'], KO:K05350
Glycine max, 100807186, beta-glucosidase 18  [EC], ['EC:3.2.1.21'], KO:K05350
Glycine max, 100527581, feruloyl CoA ortho-hydroxylase 1  [EC], ['EC:1.14.11.61'], KO:K06892
Glycine max, 100777556, feruloyl CoA ortho-hydroxylase 1  [EC], ['EC:1.14.11.61'], KO:K06892
Glycine max, 100820326, 1-aminocyclopropane-1-carboxylate oxidase homolog 6-like  [EC], ['EC:1.14.11.61'], KO:K06892
Glycine max, 100817114, scopoletin glucosyltransferase  [EC], ['EC:2.4.1.128'], KO:K23260
Glycine max, 100817645, scopoletin glucosyltransferase  [EC], ['EC:2.4.1.128'], KO:K23260
Glycine max, 100818173, scopoletin glucosyltransferase  [EC], ['EC:2.4.1.128'], KO:K23260
Glycine max, 100779160, scopoletin glucosyltransferase  [EC], ['EC:2.4.1.128'], KO:K23260
Glycine max, 100798391, scopoletin glucosyltransferase  [EC], ['EC:2.4.1.128'], KO:K23260
Glycine max, 100781517, scopoletin glucosyltransferase  [EC], ['EC:2.4.1.128'], KO:K23260
Glycine max, 100818708, scopoletin glucosyltransferase  [EC], ['EC:2.4.1.128'], KO:K23260
