Aegilops tauschii, LOC109777317, phenylalanine ammonia-lyase-like, KO:K10775, EC:4.3.1.24, Aegilops tauschii, LOC109752043, phenylalanine ammonia-lyase-like, 
KO:K10775, EC:4.3.1.24, Aegilops tauschii, LOC109760444, phenylalanine ammonia-lyase-like, KO:K10775, EC:4.3.1.24, 
KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109750245, peroxidase 2-like, KO:K00430, EC:1.11.1.7, 
Aegilops tauschii, LOC109750248, peroxidase 2-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109750249, 
peroxidase 2-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109732865, peroxidase 56-like, KO:K00430, 
EC:1.11.1.7, Aegilops tauschii, LOC109766166, peroxidase 1-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, 
LOC109766168, peroxidase 1-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109766170, peroxidase 1-like, 
KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109774015, peroxidase N-like, KO:K00430, EC:1.11.1.7, 
Aegilops tauschii, LOC109775247, peroxidase 43-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109775251, 
peroxidase 46-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109775580, peroxidase 4-like, KO:K00430, 
EC:1.11.1.7, Aegilops tauschii, LOC109736533, peroxidase 2-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, 
LOC109736543, peroxidase 2-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109736544, peroxidase 2-like, 
KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109736545, peroxidase 2-like, KO:K00430, EC:1.11.1.7, 
Aegilops tauschii, LOC109736587, peroxidase 5-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109736588, 
peroxidase 5-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109733839, peroxidase 47-like, KO:K00430, 
EC:1.11.1.7, Aegilops tauschii, LOC109760325, peroxidase 2-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, 
LOC109748240, peroxidase 2-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109748241, peroxidase P7-like, 
KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109754536, peroxidase 44-like, KO:K00430, EC:1.11.1.7, 
Aegilops tauschii, LOC109760812, peroxidase 1-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109774025, 
peroxidase A2-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109774026, peroxidase A2-like, KO:K00430, 
EC:1.11.1.7, Aegilops tauschii, LOC109769471, peroxidase, KO:K00430, EC:1.11.1.7, Aegilops tauschii, 
LOC109769474, peroxidase 1-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109769531, peroxidase 2-like, 
KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109775654, peroxidase 2-like, KO:K00430, EC:1.11.1.7, 
Aegilops tauschii, LOC109775663, peroxidase 2-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109733229, 
peroxidase 17, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109747575, peroxidase 31-like, KO:K00430, 
EC:1.11.1.7, Aegilops tauschii, LOC109747636, cationic peroxidase SPC4-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, 
LOC109765418, peroxidase 2-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109761513, peroxidase 2-like, 
KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109764640, peroxidase 5-like, KO:K00430, EC:1.11.1.7, 
Aegilops tauschii, LOC109765591, peroxidase 2-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109742106, 
peroxidase 1-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109766658, peroxidase 2-like, KO:K00430, 
EC:1.11.1.7, Aegilops tauschii, LOC109767545, peroxidase 1-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, 
LOC109756816, peroxidase 5-like, KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109778226, peroxidase 47-like, 
KO:K00430, EC:1.11.1.7, Aegilops tauschii, LOC109763347, 4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1, 4-benzoxazin-2-yl glucoside beta-D-glucosidase 1c, chloroplastic, KO:K01188, EC:3.2.1.21, 
Aegilops tauschii, LOC109731643, beta-glucosidase 6 isoform X1, KO:K01188, EC:3.2.1.21, Aegilops tauschii, LOC109733550, 
beta-glucosidase 24-like isoform X1, KO:K01188, EC:3.2.1.21, Aegilops tauschii, LOC109742734, beta-glucosidase 25 isoform X1, KO:K01188, 
EC:3.2.1.21, Aegilops tauschii, LOC109762056, beta-glucosidase 32-like isoform X1, KO:K01188, EC:3.2.1.21, Aegilops tauschii, 
LOC109762064, beta-glucosidase 31-like, KO:K01188, EC:3.2.1.21, Aegilops tauschii, LOC109762067, beta-glucosidase 31-like, 
KO:K01188, EC:3.2.1.21, Aegilops tauschii, LOC109762068, beta-glucosidase 31-like isoform X1, KO:K01188, EC:3.2.1.21, 
Aegilops tauschii, LOC109767240, beta-glucosidase 34-like, KO:K01188, EC:3.2.1.21, Aegilops tauschii, LOC109771219, 
beta-glucosidase 12-like, KO:K01188, EC:3.2.1.21, Aegilops tauschii, LOC109771504, beta-glucosidase 22-like isoform X1, KO:K01188, 
EC:3.2.1.21, Aegilops tauschii, LOC109786352, beta-glucosidase 4, KO:K01188, EC:3.2.1.21, Aegilops tauschii, 
uncharacterized protein LOC109740315, KO:K05349, EC:3.2.1.21, Aegilops tauschii, uncharacterized protein LOC109772565, KO:K05349, EC:3.2.1.21, 
Aegilops tauschii, uncharacterized protein LOC109733563 isoform X1, KO:K05349, EC:3.2.1.21, Aegilops tauschii, uncharacterized protein LOC109736825 isoform X1, KO:K05349, 
EC:3.2.1.21, Aegilops tauschii, uncharacterized protein LOC109757094, KO:K05349, EC:3.2.1.21, Aegilops tauschii, uncharacterized protein LOC109755471, 
KO:K05349, EC:3.2.1.21, Aegilops tauschii, uncharacterized protein LOC109745611, KO:K05349, EC:3.2.1.21, Aegilops tauschii, 
uncharacterized protein LOC109745612, KO:K05349, EC:3.2.1.21, Aegilops tauschii, uncharacterized protein LOC109745613, KO:K05349, EC:3.2.1.21, 
Aegilops tauschii, uncharacterized protein LOC109745616, KO:K05349, EC:3.2.1.21, Aegilops tauschii, LOC109777228, beta-glucosidase 16-like, 
KO:K05350, EC:3.2.1.21, Aegilops tauschii, LOC109739841, probable inactive beta-glucosidase 14 isoform X1, KO:K05350, EC:3.2.1.21, 
Aegilops tauschii, LOC109758908, beta-glucosidase 7-like, KO:K05350, EC:3.2.1.21, Aegilops tauschii, LOC109751652, 
beta-glucosidase 38-like, KO:K05350, EC:3.2.1.21, Aegilops tauschii, LOC109774204, beta-glucosidase 26-like, KO:K05350, 
EC:3.2.1.21, Aegilops tauschii, LOC109768845, beta-glucosidase 26-like isoform X1, KO:K05350, EC:3.2.1.21, Aegilops tauschii, 
LOC109759723, beta-glucosidase 16-like isoform X1, KO:K05350, EC:3.2.1.21, Aegilops tauschii, LOC109741190, beta-glucosidase 38-like, 
KO:K05350, EC:3.2.1.21, Aegilops tauschii, LOC109741191, beta-glucosidase 38-like, KO:K05350, EC:3.2.1.21, 
Aegilops tauschii, LOC109768548, beta-glucosidase 16-like, KO:K05350, EC:3.2.1.21, Aegilops tauschii, LOC109741564, 
beta-glucosidase 8-like, KO:K05350, EC:3.2.1.21, Aegilops tauschii, LOC109741565, beta-glucosidase 7, KO:K05350, 
EC:3.2.1.21, Aegilops tauschii, LOC109746671, anthocyanin 3'-O-beta-glucosyltransferase-like, KO:K23260, EC:2.4.1.128, Aegilops tauschii, 
LOC109750952, scopoletin glucosyltransferase-like, KO:K23260, EC:2.4.1.128, Aegilops tauschii, LOC109783438, scopoletin glucosyltransferase-like, 
KO:K23260, EC:2.4.1.128, Aegilops tauschii, LOC109746679, anthocyanin 3'-O-beta-glucosyltransferase-like, KO:K23260, EC:2.4.1.128, 
Aegilops tauschii, LOC109745759, scopoletin glucosyltransferase-like, KO:K23260, EC:2.4.1.128, Aegilops tauschii, LOC109739868, 
chalcone synthase 2, KO:K00660, EC:2.3.1.74, Aegilops tauschii, LOC109739869, chalcone synthase 2-like, KO:K00660, 
EC:2.3.1.74, Aegilops tauschii, LOC109758766, chalcone synthase 2-like, KO:K00660, EC:2.3.1.74, Aegilops tauschii, 
LOC109780460, chalcone synthase 2-like, KO:K00660, EC:2.3.1.74, Aegilops tauschii, LOC109768285, chalcone synthase 2-like, 
KO:K00660, EC:2.3.1.74, Aegilops tauschii, LOC109768286, chalcone synthase 2-like, KO:K00660, EC:2.3.1.74, 
Aegilops tauschii, LOC109787049, chalcone synthase 2-like, KO:K00660, EC:2.3.1.74, Aegilops tauschii, LOC109743740, 
chalcone synthase 2-like, KO:K00660, EC:2.3.1.74, Aegilops tauschii, LOC109775497, chalcone synthase 2-like, KO:K00660, 
EC:2.3.1.74, Aegilops tauschii, LOC109775499, chalcone synthase 2-like, KO:K00660, EC:2.3.1.74, Aegilops tauschii, 
LOC109775501, chalcone synthase 2-like, KO:K00660, EC:2.3.1.74, Aegilops tauschii, LOC109743836, chalcone synthase 2-like, 
KO:K00660, EC:2.3.1.74, Aegilops tauschii, LOC109752472, chalcone synthase 2, KO:K00660, EC:2.3.1.74, 
Aegilops tauschii, LOC109752473, chalcone synthase 2-like, KO:K00660, EC:2.3.1.74, Aegilops tauschii, LOC109752474, 
chalcone synthase 2-like, KO:K00660, EC:2.3.1.74, Aegilops tauschii, LOC109734579, bisdemethoxycurcumin synthase-like, KO:K00660, 
EC:2.3.1.74, Aegilops tauschii, LOC109764886, chalcone--flavonone isomerase, KO:K01859, EC:5.5.1.6, Aegilops tauschii, 
LOC109782217, probable chalcone--flavonone isomerase 3, KO:K01859, EC:5.5.1.6, Aegilops tauschii, LOC109770765, naringenin,2-oxoglutarate 3-dioxygenase, 
KO:K00475, EC:1.14.11.9, Aegilops tauschii, LOC109784747, flavonol synthase/flavanone 3-hydroxylase-like, KO:K05278, EC:1.14.20.6, 
Aegilops tauschii, LOC109764595, flavonol synthase/flavanone 3-hydroxylase-like, KO:K05278, EC:1.14.20.6, Aegilops tauschii, LOC109768154, 
flavonol synthase/flavanone 3-hydroxylase-like, KO:K05278, EC:1.14.20.6, Aegilops tauschii, LOC109737789, flavonoid 3'-monooxygenase-like, KO:K05280, 
EC:1.14.14.82, Aegilops tauschii, LOC109767455, flavonoid 3'-monooxygenase-like, KO:K05280, EC:1.14.14.82, Aegilops tauschii, 
LOC109773560, flavonoid 3'-monooxygenase-like, KO:K05280, EC:1.14.14.82, Aegilops tauschii, LOC109757643, dihydroflavonol 4-reductase, 
KO:K13082, EC:1.1.1.219 1.1.1.234, Aegilops tauschii, LOC109733276, cytochrome P450 93A2-like, KO:K23180, EC:1.14.19.76, 
Aegilops tauschii, LOC109740351, flavonoid 3',5'-hydroxylase 1-like, KO:K13083, EC:1.14.14.81, Aegilops tauschii, LOC109774860, 
flavonoid 3',5'-hydroxylase 1-like, KO:K13083, EC:1.14.14.81, Aegilops tauschii, LOC109731523, flavonoid 3',5'-hydroxylase 2-like, KO:K13083, 
EC:1.14.14.81, Aegilops tauschii, LOC109782004, flavonoid 3',5'-hydroxylase 1-like, KO:K13083, EC:1.14.14.81, Aegilops tauschii, 
LOC109785547, flavonoid 3',5'-hydroxylase-like, KO:K13083, EC:1.14.14.81, Aegilops tauschii, LOC109756683, leucoanthocyanidin dioxygenase-like, 
KO:K05277, EC:1.14.20.4, Aegilops tauschii, LOC109738472, anthocyanidin reductase ((2S)-flavan-3-ol-forming)-like, KO:K08695, EC:1.3.1.77, 
Aegilops tauschii, LOC109766837, anthocyanidin reductase ((2S)-flavan-3-ol-forming)-like, KO:K08695, EC:1.3.1.77, Aegilops tauschii, LOC109778519, 
anthocyanidin reductase ((2S)-flavan-3-ol-forming)-like, KO:K08695, EC:1.3.1.77, Aegilops tauschii, LOC109736125, anthocyanidin reductase ((2S)-flavan-3-ol-forming)-like, KO:K08695, 
EC:1.3.1.77, Aegilops tauschii, uncharacterized protein LOC109736130, KO:K08695, EC:1.3.1.77, Aegilops tauschii, LOC109750081, 
anthocyanidin reductase ((2S)-flavan-3-ol-forming)-like isoform X1, KO:K08695, EC:1.3.1.77, Aegilops tauschii, LOC109733882, anthocyanidin reductase ((2S)-flavan-3-ol-forming)-like, KO:K08695, 
EC:1.3.1.77, Aegilops tauschii, uncharacterized protein LOC109736133, KO:K08695, EC:1.3.1.77, Aegilops tauschii, LOC109751108, 
leucoanthocyanidin reductase-like, KO:K13081, EC:1.17.1.3, Aegilops tauschii, LOC109776950, UDP-glycosyltransferase 88A1-like, KO:K22845, 
EC:2.4.1.357, Aegilops tauschii, LOC109756967, UDP-glycosyltransferase 88B1-like, KO:K22845, EC:2.4.1.357, Aegilops tauschii, 
LOC109766970, phloretin 2'-O-glucosyltransferase-like, KO:K22845, EC:2.4.1.357, Aegilops tauschii, LOC109767010, UDP-glycosyltransferase 88B1-like, 
KO:K22845, EC:2.4.1.357, Aegilops tauschii, LOC109743199, UDP-glycosyltransferase 88F5-like, KO:K22845, EC:2.4.1.357, 
Aegilops tauschii, LOC109743201, anthocyanidin 5,3-O-glucosyltransferase-like, KO:K22845, EC:2.4.1.357, Aegilops tauschii, LOC109772358, 
anthocyanidin 5,3-O-glucosyltransferase-like, KO:K22845, EC:2.4.1.357, Aegilops tauschii, LOC109772359, anthocyanidin 5,3-O-glucosyltransferase-like, KO:K22845, 
EC:2.4.1.357, Aegilops tauschii, LOC109772361, anthocyanidin 5,3-O-glucosyltransferase-like, KO:K22845, EC:2.4.1.357, Aegilops tauschii, 
LOC109772363, anthocyanidin 5,3-O-glucosyltransferase-like, KO:K22845, EC:2.4.1.357, Aegilops tauschii, LOC109764690, anthocyanidin 5,3-O-glucosyltransferase-like, 
KO:K22845, EC:2.4.1.357, Aegilops tauschii, LOC109758957, anthocyanidin 5,3-O-glucosyltransferase-like, KO:K22845, EC:2.4.1.357, 
Aegilops tauschii, LOC109732676, anthocyanidin 5,3-O-glucosyltransferase-like, KO:K22845, EC:2.4.1.357, Aegilops tauschii, LOC109732677, 
anthocyanidin 5,3-O-glucosyltransferase-like, KO:K22845, EC:2.4.1.357, Aegilops tauschii, LOC109733831, UDP-glycosyltransferase 88F5-like, KO:K22845, 
EC:2.4.1.357, Aegilops tauschii, LOC109780444, anthocyanidin 5,3-O-glucosyltransferase-like, KO:K22845, EC:2.4.1.357, Aegilops tauschii, 
LOC109740107, anthocyanidin 3-O-glucosyltransferase, KO:K12930, EC:2.4.1.115, Aegilops tauschii, LOC109747995, anthocyanidin 3-O-glucosyltransferase-like, 
KO:K12930, EC:2.4.1.115, Aegilops tauschii, LOC109747997, anthocyanidin 3-O-glucosyltransferase-like, KO:K12930, EC:2.4.1.115, 
Aegilops tauschii, LOC109759951, UDP-glycosyltransferase 73C6-like, KO:K22771, EC:2.4.1.-, Aegilops tauschii, LOC109761553, 
anthocyanidin 3-O-glucosyltransferase-like, KO:K22772, EC:2.4.1.159, Capsella rubella, phenylalanine ammonia-lyase 2, KO:K10775, EC:4.3.1.24, 
Capsella rubella, phenylalanine ammonia-lyase 4, KO:K10775, EC:4.3.1.24, Capsella rubella, phenylalanine ammonia-lyase 1, KO:K10775, 
EC:4.3.1.24, Capsella rubella, trans-cinnamate 4-monooxygenase, KO:K00487, EC:1.14.14.91, Capsella rubella, 4-coumarate--CoA ligase-like 7, 
KO:K01904, EC:6.2.1.12, Capsella rubella, 4-coumarate--CoA ligase 1, KO:K01904, EC:6.2.1.12, Capsella rubella, 
4-coumarate--CoA ligase 2, KO:K01904, EC:6.2.1.12, Capsella rubella, 4-coumarate--CoA ligase 3, KO:K01904, EC:6.2.1.12, 
Capsella rubella, 4-coumarate--CoA ligase-like 1, KO:K01904, EC:6.2.1.12, Capsella rubella, 4-coumarate--CoA ligase-like 6, KO:K01904, 
EC:6.2.1.12, Capsella rubella, 4-coumarate--CoA ligase 4, KO:K01904, EC:6.2.1.12, Capsella rubella, 4-coumarate--CoA ligase-like 9, 
KO:K01904, EC:6.2.1.12, Capsella rubella, shikimate O-hydroxycinnamoyltransferase, KO:K13065, EC:2.3.1.133, Capsella rubella, 
spermidine hydroxycinnamoyl transferase, KO:K13065, EC:2.3.1.133, Capsella rubella, cytochrome P450 98A3, KO:K09754, EC:1.14.14.96, 
Capsella rubella, caffeoylshikimate esterase, KO:K18368, EC:3.1.1.-, Capsella rubella, caffeoylshikimate esterase isoform X1, KO:K18368, 
EC:3.1.1.-, Capsella rubella, caffeoylshikimate esterase isoform X2, KO:K18368, EC:3.1.1.-, Capsella rubella, probable caffeoyl-CoA O-methyltransferase At4g26220, 
KO:K00588, EC:2.1.1.104, Capsella rubella, putative caffeoyl-CoA O-methyltransferase At1g67980, KO:K00588, EC:2.1.1.104, Capsella rubella, 
caffeoyl-CoA O-methyltransferase 1, KO:K00588, EC:2.1.1.104, Capsella rubella, LOW QUALITY PROTEIN: tapetum-specific methyltransferase 1, KO:K00588, EC:2.1.1.104, 
Capsella rubella, cinnamoyl-CoA reductase 2, KO:K09753, EC:1.2.1.44, Capsella rubella, cinnamoyl-CoA reductase 1 isoform X1, KO:K09753, 
EC:1.2.1.44, Capsella rubella, aldehyde dehydrogenase family 2 member C4, KO:K12355, EC:1.2.1.68, Capsella rubella, cytochrome P450 84A1, 
KO:K09755, EC:1.14.-.-, Capsella rubella, flavone 3'-O-methyltransferase 1, KO:K13066, EC:2.1.1.68, Capsella rubella, 
indole glucosinolate O-methyltransferase 1, KO:K13066, EC:2.1.1.68, Capsella rubella, indole glucosinolate O-methyltransferase 4, KO:K13066, EC:2.1.1.68, 
Capsella rubella, caffeic acid 3-O-methyltransferase 1, KO:K13066, EC:2.1.1.68, Capsella rubella, indole glucosinolate O-methyltransferase 4 isoform X1, KO:K13066, 
EC:2.1.1.68, Capsella rubella, cinnamyl alcohol dehydrogenase 7, KO:K00083, EC:1.1.1.195, Capsella rubella, cinnamyl alcohol dehydrogenase 8, 
KO:K00083, EC:1.1.1.195, Capsella rubella, cinnamyl alcohol dehydrogenase 5, KO:K00083, EC:1.1.1.195, Capsella rubella, 
probable cinnamyl alcohol dehydrogenase 1, KO:K00083, EC:1.1.1.195, Capsella rubella, cinnamyl alcohol dehydrogenase 2, KO:K00083, EC:1.1.1.195, 
Capsella rubella, cinnamyl alcohol dehydrogenase 4, KO:K00083, EC:1.1.1.195, Capsella rubella, probable cinnamyl alcohol dehydrogenase 9, KO:K00083, 
EC:1.1.1.195, Capsella rubella, probable cinnamyl alcohol dehydrogenase 6, KO:K00083, EC:1.1.1.195, Capsella rubella, berberine bridge enzyme-like 15, 
KO:K22395, EC:1.1.1.195, Capsella rubella, berberine bridge enzyme-like 13, KO:K22395, EC:1.1.1.195, Capsella rubella, 
1-Cys peroxiredoxin PER1, KO:K11188, EC:1.11.1.7 1.11.1.27 3.1.1.-, Capsella rubella, peroxidase 20, KO:K00430, EC:1.11.1.7, 
Capsella rubella, peroxidase 40, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 50, KO:K00430, 
EC:1.11.1.7, Capsella rubella, peroxidase 41, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 37, 
KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 39, KO:K00430, EC:1.11.1.7, Capsella rubella, 
peroxidase 52, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 55, KO:K00430, EC:1.11.1.7, 
Capsella rubella, peroxidase 58, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 72, KO:K00430, 
EC:1.11.1.7, Capsella rubella, peroxidase 32, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 56, 
KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 67, KO:K00430, EC:1.11.1.7, Capsella rubella, 
peroxidase 73, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase N, KO:K00430, EC:1.11.1.7, 
Capsella rubella, peroxidase 35, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 34, KO:K00430, 
EC:1.11.1.7, Capsella rubella, peroxidase 63, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 42, 
KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 47, KO:K00430, EC:1.11.1.7, Capsella rubella, 
peroxidase 44, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 64, KO:K00430, EC:1.11.1.7, 
Capsella rubella, putative Peroxidase 48, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 17, KO:K00430, 
EC:1.11.1.7, Capsella rubella, peroxidase 46, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 69, 
KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 71, KO:K00430, EC:1.11.1.7, Capsella rubella, 
peroxidase 66, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 62, KO:K00430, EC:1.11.1.7, 
Capsella rubella, peroxidase 60, KO:K00430, EC:1.11.1.7, Capsella rubella, probable peroxidase 61, KO:K00430, 
EC:1.11.1.7, Capsella rubella, peroxidase 65, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 70, 
KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 49, KO:K00430, EC:1.11.1.7, Capsella rubella, 
peroxidase 45, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 50 isoform X1, KO:K00430, EC:1.11.1.7, 
Capsella rubella, peroxidase 33, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 28, KO:K00430, 
EC:1.11.1.7, Capsella rubella, peroxidase 27, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 13, 
KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 36, KO:K00430, EC:1.11.1.7, Capsella rubella, 
peroxidase 11, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 7, KO:K00430, EC:1.11.1.7, 
Capsella rubella, peroxidase 9, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 15, KO:K00430, 
EC:1.11.1.7, Capsella rubella, peroxidase 16, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 12, 
KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 19, KO:K00430, EC:1.11.1.7, Capsella rubella, 
peroxidase 25, KO:K00430, EC:1.11.1.7, Capsella rubella, probable peroxidase 26, KO:K00430, EC:1.11.1.7, 
Capsella rubella, peroxidase 21, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 23, KO:K00430, 
EC:1.11.1.7, Capsella rubella, peroxidase 18, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 2, 
KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 24, KO:K00430, EC:1.11.1.7, Capsella rubella, 
LOW QUALITY PROTEIN: peroxidase 31, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 30, KO:K00430, EC:1.11.1.7, 
Capsella rubella, peroxidase 29, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 18-like, KO:K00430, 
EC:1.11.1.7, Capsella rubella, peroxidase 4, KO:K00430, EC:1.11.1.7, Capsella rubella, LOW QUALITY PROTEIN: peroxidase 57, 
KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 3, KO:K00430, EC:1.11.1.7, Capsella rubella, 
peroxidase 53, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 54, KO:K00430, EC:1.11.1.7, 
Capsella rubella, peroxidase 43, KO:K00430, EC:1.11.1.7, Capsella rubella, peroxidase 10, KO:K00430, 
EC:1.11.1.7, Capsella rubella, peroxidase 5, KO:K00430, EC:1.11.1.7, Capsella rubella, UDP-glycosyltransferase 72E3, 
KO:K12356, EC:2.4.1.111, Capsella rubella, UDP-glycosyltransferase 72E1, KO:K12356, EC:2.4.1.111, Capsella rubella, 
UDP-glycosyltransferase 84A2, KO:K13068, EC:2.4.1.120, Capsella rubella, serine carboxypeptidase-like 19, KO:K09756, EC:3.4.16.- 2.3.1.91, 
Capsella rubella, beta-glucosidase 30, KO:K01188, EC:3.2.1.21, Capsella rubella, beta-glucosidase 13 isoform X1, KO:K01188, 
EC:3.2.1.21, Capsella rubella, beta-glucosidase 40, KO:K01188, EC:3.2.1.21, Capsella rubella, beta-glucosidase 3 isoform X2, 
KO:K01188, EC:3.2.1.21, Capsella rubella, beta-glucosidase 31, KO:K01188, EC:3.2.1.21, Capsella rubella, 
beta-glucosidase 16, KO:K01188, EC:3.2.1.21, Capsella rubella, beta-glucosidase 15, KO:K01188, EC:3.2.1.21, 
Capsella rubella, beta-glucosidase 42, KO:K01188, EC:3.2.1.21, Capsella rubella, probable inactive beta-glucosidase 25, KO:K01188, 
EC:3.2.1.21, Capsella rubella, beta-glucosidase 32, KO:K01188, EC:3.2.1.21, Capsella rubella, beta-glucosidase 8-like isoform X1, 
KO:K01188, EC:3.2.1.21, Capsella rubella, putative beta-glucosidase 41, KO:K01188, EC:3.2.1.21, Capsella rubella, 
beta-glucosidase 27, KO:K01188, EC:3.2.1.21, Capsella rubella, beta-glucosidase 10, KO:K01188, EC:3.2.1.21, 
Capsella rubella, beta-glucosidase 28, KO:K01188, EC:3.2.1.21, Capsella rubella, beta-glucosidase 23, KO:K01188, 
EC:3.2.1.21, Capsella rubella, putative beta-glucosidase 5 isoform X1, KO:K01188, EC:3.2.1.21, Capsella rubella, beta-glucosidase 20, 
KO:K01188, EC:3.2.1.21, Capsella rubella, beta-glucosidase 1 isoform X1, KO:K01188, EC:3.2.1.21, Capsella rubella, 
uncharacterized protein LOC17886922, KO:K05349, EC:3.2.1.21, Capsella rubella, uncharacterized protein LOC17883734 isoform X1, KO:K05349, EC:3.2.1.21, 
Capsella rubella, uncharacterized protein LOC17885531, KO:K05349, EC:3.2.1.21, Capsella rubella, LOW QUALITY PROTEIN: uncharacterized protein LOC17884994, KO:K05349, 
EC:3.2.1.21, Capsella rubella, uncharacterized protein LOC17884397, KO:K05349, EC:3.2.1.21, Capsella rubella, uncharacterized protein LOC17882700, 
KO:K05349, EC:3.2.1.21, Capsella rubella, uncharacterized protein LOC17886413 isoform X1, KO:K05349, EC:3.2.1.21, Capsella rubella, 
beta-glucosidase 46 isoform X1, KO:K05350, EC:3.2.1.21, Capsella rubella, beta-glucosidase 45, KO:K05350, EC:3.2.1.21, 
Capsella rubella, beta-glucosidase 44, KO:K05350, EC:3.2.1.21, Capsella rubella, beta-glucosidase 47, KO:K05350, 
EC:3.2.1.21, Capsella rubella, beta-glucosidase 43 isoform X1, KO:K05350, EC:3.2.1.21, Capsella rubella, LOW QUALITY PROTEIN: cytochrome P450 98A8, 
KO:K15506, EC:1.14.13.-, Capsella rubella, cytochrome P450 98A9, KO:K23662, EC:1.14.13.-, Capsella rubella, 
feruloyl CoA ortho-hydroxylase 1, KO:K06892, EC:1.14.11.61, Capsella rubella, probable chalcone--flavonone isomerase 3, KO:K01859, EC:5.5.1.6, 
Capsella rubella, chalcone--flavonone isomerase 1, KO:K01859, EC:5.5.1.6, Capsella rubella, naringenin,2-oxoglutarate 3-dioxygenase, KO:K00475, 
EC:1.14.11.9, Capsella rubella, flavonol synthase/flavanone 3-hydroxylase, KO:K05278, EC:1.14.20.6, Capsella rubella, probable flavonol synthase 6, 
KO:K05278, EC:1.14.20.6, Capsella rubella, flavonol synthase 3, KO:K05278, EC:1.14.20.6, Capsella rubella, 
