Triticum dicoccoides, 119326421, phenylalanine ammonia-lyase-like  [EC], ['EC:4.3.1.24'], KO:K10775
Triticum dicoccoides, 119343835, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119344168, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119344176, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119344395, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119344757, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119344785, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119363542, peroxidase 7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119363884, peroxidase 51-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119363922, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119363933, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119363940, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119363946, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119363994, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119364273, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119275401, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119275432, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119275772, peroxidase 9-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119275775, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119275776, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119275777, peroxidase 49-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119275779, peroxidase 15-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119275832, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119291986, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119291987, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119292051, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119311022, peroxidase 55-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119327356, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119327360, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119327445, peroxidase P7-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119327675, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119327754, peroxidase 39-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119327797, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119327798, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119327868, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119327896, peroxidase 45-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119327932, peroxidase 11-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119327966, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119328350, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119328456, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119344920, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119344933, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119345305, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119345400, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119345422, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119345539, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119345672, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119345735, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119346108, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119346110, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119346543, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119346743, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119346893, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119347139, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119347425, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119364538, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119364783, peroxidase 43-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119364788, peroxidase 46-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119276494, peroxidase 19-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119292591, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119311919, peroxidase 50-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119311920, peroxidase 35-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119328879, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119329128, peroxidase 42-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119347922, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348041, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348655, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348723, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348724, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348725, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348856, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348858, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348859, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348860, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348862, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348863, peroxidase 1-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119348865, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119365589, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119365714, peroxidase 64-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119277126, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119277127, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119277128, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119277130, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119277240, peroxidase 56-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119293647, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119293786, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119293867, peroxidase 44-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119294179, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119294318, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119312357, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119312449, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119329740, peroxidase 16-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119329949, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119349050, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119349051, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119349054, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119365771, peroxidase 1-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119365990, peroxidase 50-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366329, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119277729, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119278135, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119295346, peroxidase 43-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119314582, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119330480, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119330528, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119330796, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119351710, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366538, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366544, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366545, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366549, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366550, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366551, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366553, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366554, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366555, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366559, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366560, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366561, peroxidase 66-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366562, peroxidase 66-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366819, peroxidase 22-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366831, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119366841, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367045, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367153, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367166, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367167, peroxidase 21-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367280, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367283, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367442, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367452, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367456, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367459, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367472, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367770, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119278827, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119278829, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119295474, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119296240, peroxidase 56-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119315257, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119315402, peroxidase 3-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119315419, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119315634, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119315975, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119330897, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119330936, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119331225, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119331442, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119352501, peroxidase 12-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367771, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119367772, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119368297, peroxidase 42-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119368580, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119368698, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119368699, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119368701, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119368971, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119297765, peroxidase 40-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298021, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298023, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298024, peroxidase 57-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298136, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298434, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119316806, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119331601, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119331623, peroxidase 3-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119331655, peroxidase 47-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119332017, peroxidase 5-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119332389, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119332570, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353285, cationic peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353292, peroxidase 2-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353293, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353295, peroxidase-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353298, peroxidase  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353299, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353301, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353302, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353304, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353631, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353632, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119353634, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119281043, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119281096, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119281565, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119281568, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119281912, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119281914, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119281917, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119281919, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119281920, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298572, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298573, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298574, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298575, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298577, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298578, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119298579, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119332659, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119333070, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119333386, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119333885, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119354361, peroxidase 7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119354735, peroxidase 51-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119282593, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119282594, cationic peroxidase SPC4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119283476, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119300342, peroxidase 24-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119317848, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119318020, peroxidase 27-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119318368, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119318369, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119334213, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119334250, peroxidase 55-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119334258, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119334403, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119334468, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119335532, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119335569, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119335612, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119355148, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119355415, peroxidase 31-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119355630, peroxidase 46-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119355634, peroxidase 43-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119267397, peroxidase 25-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119267499, peroxidase P7-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119267908, peroxidase 72-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119267909, peroxidase 9-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119267910, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119267911, peroxidase 72-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119267913, peroxidase 15-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119267967, peroxidase 1-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119285043, peroxidase A2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119285044, peroxidase N-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119300961, peroxidase 4-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119318798, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119319082, peroxidase 45-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119335846, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119335909, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119335956, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119336013, peroxidase 45-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119336060, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119336067, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119336106, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119285626, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119285660, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119285669, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119285683, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119285690, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119285697, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119285707, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119285717, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119285726, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119301905, peroxidase 17-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119302212, peroxidase 55-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119319509, peroxidase 45-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119319600, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119319630, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119320073, peroxidase 70-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119336756, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119337047, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119356410, peroxidase 1-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119356518, peroxidase 64-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119356575, peroxidase 1-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119356762, peroxidase 50-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119356816, peroxidase P7-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119269136, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119269137, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119269139, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119269140, peroxidase 2-like  [EC], ['EC:1.11.1.7'], KO:K00430
Triticum dicoccoides, 119269243, peroxidase 56-like isoform X1  [EC], ['EC:1.11.1.7'], KO:K00430
